distribution,true_mean,true_variance,replication,n,sampling_fraction,method,lower,upper,width,normalized_width
"Uniform(0,1)",0.5,0.08333333333333333,3,5000,0.5,PRECiSE-A-CO96,0.48694422307289287,0.5202871576615244,0.03334293458863158,2.0835376801148158
"Uniform(0,1)",0.5,0.08333333333333333,3,10000,1.0,PRECiSE-A-CO96,0.49138917780250324,0.515241722422106,0.023852544619602734,2.10788664979733
"Uniform(0,1)",0.5,0.08333333333333333,3,10,0.001,Hedged-CS,0.27828145027160645,0.7807767391204834,0.502495288848877,1.404250317421991
"Uniform(0,1)",0.5,0.08333333333333333,3,20,0.002,Hedged-CS,0.3982616662979126,0.7492937445640564,0.3510320782661438,1.3873126280209664
"Uniform(0,1)",0.5,0.08333333333333333,3,40,0.004,Hedged-CS,0.4856947660446167,0.6974421143531799,0.21174734830856323,1.1834788809930128
"Uniform(0,1)",0.5,0.08333333333333333,3,75,0.0075,Hedged-CS,0.4856947660446167,0.6278798580169678,0.14218509197235107,1.0881712094754465
"Uniform(0,1)",0.5,0.08333333333333333,3,125,0.0125,Hedged-CS,0.4856947660446167,0.6030305027961731,0.1173357367515564,1.159305369737187
"Uniform(0,1)",0.5,0.08333333333333333,3,200,0.02,Hedged-CS,0.4856947660446167,0.5870386958122253,0.10134392976760864,1.2665585613673969
"Uniform(0,1)",0.5,0.08333333333333333,3,350,0.035,Hedged-CS,0.4856947660446167,0.5617481470108032,0.07605338096618652,1.257375760898861
"Uniform(0,1)",0.5,0.08333333333333333,3,500,0.05,Hedged-CS,0.4856947660446167,0.5542349815368652,0.06854021549224854,1.3543877093702856
"Uniform(0,1)",0.5,0.08333333333333333,3,1000,0.1,Hedged-CS,0.4856947660446167,0.5402366518974304,0.05454188585281372,1.524202559133681
"Uniform(0,1)",0.5,0.08333333333333333,3,2000,0.2,Hedged-CS,0.4856947660446167,0.5291925668716431,0.04349780082702637,1.7190750394248129
"Uniform(0,1)",0.5,0.08333333333333333,3,5000,0.5,Hedged-CS,0.48858433961868286,0.5218630433082581,0.033278703689575195,2.0795240112502507
"Uniform(0,1)",0.5,0.08333333333333333,3,10000,1.0,Hedged-CS,0.4922611713409424,0.5175629258155823,0.025301754474639893,2.2359555898162933
"Uniform(0,1)",0.5,0.08333333333333333,4,10,0.001,Stitched GE,0.2472410798072815,0.8113110065460205,0.564069926738739,1.57632398004291
"Uniform(0,1)",0.5,0.08333333333333333,4,20,0.002,Stitched GE,0.33932119607925415,0.7194024920463562,0.38008129596710205,1.50211793797932
"Uniform(0,1)",0.5,0.08333333333333333,4,40,0.004,Stitched GE,0.36370164155960083,0.6010547876358032,0.2373531460762024,1.3265924601289336
"Uniform(0,1)",0.5,0.08333333333333333,4,75,0.0075,Stitched GE,0.380506694316864,0.5943857431411743,0.2138790488243103,1.6368595329661229
"Uniform(0,1)",0.5,0.08333333333333333,4,125,0.0125,Stitched GE,0.40463727712631226,0.5704226493835449,0.16578537225723267,1.63799945014739
"Uniform(0,1)",0.5,0.08333333333333333,4,200,0.02,Stitched GE,0.44145017862319946,0.5640515685081482,0.12260138988494873,1.5322263538664838
"Uniform(0,1)",0.5,0.08333333333333333,4,350,0.035,Stitched GE,0.46039116382598877,0.5472634434700012,0.08687227964401245,1.4362425092840136
"Uniform(0,1)",0.5,0.08333333333333333,4,500,0.05,Stitched GE,0.46075719594955444,0.538879930973053,0.07812273502349854,1.5437429161596996
"Uniform(0,1)",0.5,0.08333333333333333,4,1000,0.1,Stitched GE,0.4689255952835083,0.5239323973655701,0.05500680208206177,1.5371948951213832
"Uniform(0,1)",0.5,0.08333333333333333,4,2000,0.2,Stitched GE,0.480274498462677,0.5200409293174744,0.03976643085479736,1.5716076994637398
"Uniform(0,1)",0.5,0.08333333333333333,4,5000,0.5,Stitched GE,0.4884088635444641,0.5147243738174438,0.026315510272979736,1.6444070655945238
"Uniform(0,1)",0.5,0.08333333333333333,4,10000,1.0,Stitched GE,0.49304288625717163,0.511137068271637,0.018094182014465332,1.5990111460036611
"Uniform(0,1)",0.5,0.08333333333333333,4,10,0.001,aGRAPA,0.2856814198685536,0.781067920239576,0.49538650037102244,1.3843844227598119
"Uniform(0,1)",0.5,0.08333333333333333,4,20,0.002,aGRAPA,0.3707532285466165,0.6921095652339545,0.321356336687338,1.2700312352732916
"Uniform(0,1)",0.5,0.08333333333333333,4,40,0.004,aGRAPA,0.3333869877085553,0.5899116011983232,0.2565246134897679,1.4337438694988283
"Uniform(0,1)",0.5,0.08333333333333333,4,75,0.0075,aGRAPA,0.4006278064655108,0.5877607973486811,0.1871329908831703,1.432166552747281
"Uniform(0,1)",0.5,0.08333333333333333,4,125,0.0125,aGRAPA,0.41579646630618666,0.5660658175275455,0.15026935122135882,1.4846974212699424
"Uniform(0,1)",0.5,0.08333333333333333,4,200,0.02,aGRAPA,0.4428768790840377,0.5612275878022333,0.11835070871819553,1.4791029291508657
"Uniform(0,1)",0.5,0.08333333333333333,4,350,0.035,aGRAPA,0.45726454263795274,0.551061379121486,0.09379683648353326,1.5507248612106288
"Uniform(0,1)",0.5,0.08333333333333333,4,500,0.05,aGRAPA,0.45869252178332337,0.5411080756764444,0.082415553893121,1.628571087092822
"Uniform(0,1)",0.5,0.08333333333333333,4,1000,0.1,aGRAPA,0.4640539744356827,0.5253375900455223,0.06128361560983958,1.7126038508744286
"Uniform(0,1)",0.5,0.08333333333333333,4,2000,0.2,aGRAPA,0.4778356466506793,0.5238241519427491,0.045988505292069826,1.817510082002409
"Uniform(0,1)",0.5,0.08333333333333333,4,5000,0.5,aGRAPA,0.486839483873945,0.5170246284116422,0.030185144537697217,1.8862132802625997
"Uniform(0,1)",0.5,0.08333333333333333,4,10000,1.0,aGRAPA,0.49106851262140566,0.5133257592245463,0.0222572466031406,1.966907670616001
"Uniform(0,1)",0.5,0.08333333333333333,4,10,0.001,PRECiSE-A-CO96,0.13440262224688782,0.9139990464383023,0.7795964241914145,2.178624457633638
"Uniform(0,1)",0.5,0.08333333333333333,4,20,0.002,PRECiSE-A-CO96,0.2157074005965634,0.8444420114894622,0.6287346108928988,2.484819819527285
"Uniform(0,1)",0.5,0.08333333333333333,4,40,0.004,PRECiSE-A-CO96,0.23803222351485992,0.6731249170826186,0.43509269356775865,2.431780224050073
"Uniform(0,1)",0.5,0.08333333333333333,4,75,0.0075,PRECiSE-A-CO96,0.3465769250610507,0.6349128305290739,0.2883359054680232,2.2066928862651047
"Uniform(0,1)",0.5,0.08333333333333333,4,125,0.0125,PRECiSE-A-CO96,0.3798678684270069,0.5943743354516688,0.21450646702466192,2.119375613514821
"Uniform(0,1)",0.5,0.08333333333333333,4,200,0.02,PRECiSE-A-CO96,0.4201417417307094,0.580165208855415,0.1600234671247056,1.9999134903417766
"Uniform(0,1)",0.5,0.08333333333333333,4,350,0.035,PRECiSE-A-CO96,0.44357838690604057,0.5627150350588621,0.11913664815282154,1.969663040867243
"Uniform(0,1)",0.5,0.08333333333333333,4,500,0.05,PRECiSE-A-CO96,0.4481962799655381,0.54960910830264,0.10141282833710186,2.003966390910794
"Uniform(0,1)",0.5,0.08333333333333333,4,1000,0.1,PRECiSE-A-CO96,0.4578931688281719,0.5299446419008672,0.07205147307269533,2.0135174633146327
"Uniform(0,1)",0.5,0.08333333333333333,4,2000,0.2,PRECiSE-A-CO96,0.4747366140026849,0.5265952789854563,0.05185866498277142,2.049504454358191
"Uniform(0,1)",0.5,0.08333333333333333,4,5000,0.5,PRECiSE-A-CO96,0.48547512040804897,0.5183961647644375,0.03292104435638854,2.0571745478172025
"Uniform(0,1)",0.5,0.08333333333333333,4,10000,1.0,PRECiSE-A-CO96,0.49028597088669534,0.514152939358737,0.023866968472041616,2.1091613081819776
"Uniform(0,1)",0.5,0.08333333333333333,4,10,0.001,Hedged-CS,0.27032244205474854,0.7809229493141174,0.5106005072593689,1.4269007895324486
"Uniform(0,1)",0.5,0.08333333333333333,4,20,0.002,Hedged-CS,0.3604939579963684,0.7049434781074524,0.344449520111084,1.361297723348143
"Uniform(0,1)",0.5,0.08333333333333333,4,40,0.004,Hedged-CS,0.3978397846221924,0.5977474451065063,0.19990766048431396,1.1173055824394438
"Uniform(0,1)",0.5,0.08333333333333333,4,75,0.0075,Hedged-CS,0.3987639546394348,0.5864428877830505,0.18767893314361572,1.4363447590670277
"Uniform(0,1)",0.5,0.08333333333333333,4,125,0.0125,Hedged-CS,0.4179116487503052,0.5652990937232971,0.14738744497299194,1.4562234926842716
"Uniform(0,1)",0.5,0.08333333333333333,4,200,0.02,Hedged-CS,0.43815308809280396,0.5580302476882935,0.1198771595954895,1.498179941770929
"Uniform(0,1)",0.5,0.08333333333333333,4,350,0.035,Hedged-CS,0.4534195065498352,0.5469115972518921,0.09349209070205688,1.545686558455424
"Uniform(0,1)",0.5,0.08333333333333333,4,500,0.05,Hedged-CS,0.459011435508728,0.5392923355102539,0.08028090000152588,1.5863892968289315
"Uniform(0,1)",0.5,0.08333333333333333,4,1000,0.1,Hedged-CS,0.46713024377822876,0.526878297328949,0.059748053550720215,1.6696917369344302
"Uniform(0,1)",0.5,0.08333333333333333,4,2000,0.2,Hedged-CS,0.47607123851776123,0.5226168036460876,0.046545565128326416,1.8395256239784938
"Uniform(0,1)",0.5,0.08333333333333333,4,5000,0.5,Hedged-CS,0.4840942621231079,0.5161193013191223,0.032025039196014404,2.0011848595594284
"Uniform(0,1)",0.5,0.08333333333333333,4,10000,1.0,Hedged-CS,0.4885273575782776,0.5130127668380737,0.024485409259796143,2.16381388722491
"Uniform(0,1)",0.5,0.08333333333333333,5,10,0.001,Stitched GE,0.14376091957092285,0.7293233871459961,0.5855624675750732,1.6363860501983662
"Uniform(0,1)",0.5,0.08333333333333333,5,20,0.002,Stitched GE,0.2740601897239685,0.6967118978500366,0.4226517081260681,1.6703603124651474
"Uniform(0,1)",0.5,0.08333333333333333,5,40,0.004,Stitched GE,0.363145112991333,0.6433601975440979,0.2802150845527649,1.5661524800802302
"Uniform(0,1)",0.5,0.08333333333333333,5,75,0.0075,Stitched GE,0.41857707500457764,0.6245930790901184,0.20601600408554077,1.5766820643943107
"Uniform(0,1)",0.5,0.08333333333333333,5,125,0.0125,Stitched GE,0.43785130977630615,0.5975831747055054,0.15973186492919922,1.5781893381949503
"Uniform(0,1)",0.5,0.08333333333333333,5,200,0.02,Stitched GE,0.4699874520301819,0.5940963625907898,0.12410891056060791,1.5510667839008514
"Uniform(0,1)",0.5,0.08333333333333333,5,350,0.035,Stitched GE,0.4711618423461914,0.5686668157577515,0.09750497341156006,1.6120307680902692
"Uniform(0,1)",0.5,0.08333333333333333,5,500,0.05,Stitched GE,0.4723261594772339,0.5503591299057007,0.0780329704284668,1.5419691244758764
"Uniform(0,1)",0.5,0.08333333333333333,5,1000,0.1,Stitched GE,0.4717636704444885,0.5231123566627502,0.05134868621826172,1.4349668647914802
"Uniform(0,1)",0.5,0.08333333333333333,5,2000,0.2,Stitched GE,0.4799222946166992,0.5203801393508911,0.040457844734191895,1.59893304280019
"Uniform(0,1)",0.5,0.08333333333333333,5,5000,0.5,Stitched GE,0.4872410297393799,0.5132200717926025,0.025979042053222656,1.6233817952434235
"Uniform(0,1)",0.5,0.08333333333333333,5,10000,1.0,Stitched GE,0.4893512725830078,0.5076947808265686,0.01834350824356079,1.6210444945681877
"Uniform(0,1)",0.5,0.08333333333333333,5,10,0.001,aGRAPA,0.17668167716008418,0.7037601273451354,0.5270784501850512,1.4729492940604378
"Uniform(0,1)",0.5,0.08333333333333333,5,20,0.002,aGRAPA,0.32522135598513163,0.6712090071933674,0.34598765120823577,1.3673765657866181
"Uniform(0,1)",0.5,0.08333333333333333,5,40,0.004,aGRAPA,0.3880296583565199,0.6249503404462118,0.23692068208969186,1.3241753720335518
"Uniform(0,1)",0.5,0.08333333333333333,5,75,0.0075,aGRAPA,0.4297456243257477,0.6104262372837557,0.18068061295800797,1.38278520204856
"Uniform(0,1)",0.5,0.08333333333333333,5,125,0.0125,aGRAPA,0.4441382544191076,0.5924812842864903,0.14834302986738268,1.4656649018403975
"Uniform(0,1)",0.5,0.08333333333333333,5,200,0.02,aGRAPA,0.4637383244629788,0.5880309435342577,0.12429261907127886,1.5533627042141833
"Uniform(0,1)",0.5,0.08333333333333333,5,350,0.035,aGRAPA,0.4699618840825313,0.5679233059828095,0.09796142190027818,1.6195771422096297
"Uniform(0,1)",0.5,0.08333333333333333,5,500,0.05,aGRAPA,0.466976491983169,0.5505932584510087,0.08361676646783972,1.652307626814149
"Uniform(0,1)",0.5,0.08333333333333333,5,1000,0.1,aGRAPA,0.462968666300779,0.5244392814452798,0.06147061514450086,1.7178296542149418
"Uniform(0,1)",0.5,0.08333333333333333,5,2000,0.2,aGRAPA,0.4772990314501566,0.5226825240236778,0.045383492573521145,1.7935993958707697
"Uniform(0,1)",0.5,0.08333333333333333,5,5000,0.5,aGRAPA,0.48617397109208293,0.5163551971345619,0.03018122604247897,1.885968420818244
"Uniform(0,1)",0.5,0.08333333333333333,5,10000,1.0,aGRAPA,0.48749737021732925,0.5094318550421979,0.02193448482486865,1.9383847077902585
"Uniform(0,1)",0.5,0.08333333333333333,5,10,0.001,PRECiSE-A-CO96,0.07994523918389876,0.857832337747222,0.7778870985633233,2.1738476545290295
"Uniform(0,1)",0.5,0.08333333333333333,5,20,0.002,PRECiSE-A-CO96,0.1882196408484288,0.8189317084821552,0.6307120676337264,2.4926349192796087
"Uniform(0,1)",0.5,0.08333333333333333,5,40,0.004,PRECiSE-A-CO96,0.3090519306985565,0.7124663245707887,0.4034143938722322,2.254726773440667
"Uniform(0,1)",0.5,0.08333333333333333,5,75,0.0075,PRECiSE-A-CO96,0.38844897180886584,0.6626914315201209,0.27424245971125505,2.0988329010719933
"Uniform(0,1)",0.5,0.08333333333333333,5,125,0.0125,PRECiSE-A-CO96,0.41840209616646723,0.6260192634086699,0.20761716724220264,2.0513076705960724
"Uniform(0,1)",0.5,0.08333333333333333,5,200,0.02,PRECiSE-A-CO96,0.44635673671995824,0.6112766569940995,0.16491992027414126,2.0611075319678815
"Uniform(0,1)",0.5,0.08333333333333333,5,350,0.035,PRECiSE-A-CO96,0.4591720739638023,0.5818504065942376,0.12267833263043532,2.028217021746584
"Uniform(0,1)",0.5,0.08333333333333333,5,500,0.05,PRECiSE-A-CO96,0.45861088000889716,0.5604643921363683,0.10185351212747118,2.0126745151136194
"Uniform(0,1)",0.5,0.08333333333333333,5,1000,0.1,PRECiSE-A-CO96,0.45764235122870756,0.5297658088159672,0.07212345758725969,2.0155291095861436
"Uniform(0,1)",0.5,0.08333333333333333,5,2000,0.2,PRECiSE-A-CO96,0.47454060910219487,0.5259538053387168,0.05141319623652196,2.0318990998813846
"Uniform(0,1)",0.5,0.08333333333333333,5,5000,0.5,PRECiSE-A-CO96,0.4847865574317012,0.5180513517330182,0.03326479430131701,2.078654839568129
"Uniform(0,1)",0.5,0.08333333333333333,5,10000,1.0,PRECiSE-A-CO96,0.48662539277167527,0.510442016477874,0.023816623706198747,2.1047122625350765
"Uniform(0,1)",0.5,0.08333333333333333,5,10,0.001,Hedged-CS,0.20869547128677368,0.7210570573806763,0.5123615860939026,1.4318222197772261
"Uniform(0,1)",0.5,0.08333333333333333,5,20,0.002,Hedged-CS,0.3176581859588623,0.6872977018356323,0.36963951587677,1.4608510160219692
"Uniform(0,1)",0.5,0.08333333333333333,5,40,0.004,Hedged-CS,0.38145744800567627,0.6352901458740234,0.25383269786834717,1.4186984613139562
"Uniform(0,1)",0.5,0.08333333333333333,5,75,0.0075,Hedged-CS,0.4304700493812561,0.6126470565795898,0.18217700719833374,1.3942374092227412
"Uniform(0,1)",0.5,0.08333333333333333,5,125,0.0125,Hedged-CS,0.4463356137275696,0.591277539730072,0.14494192600250244,1.432061175620668
"Uniform(0,1)",0.5,0.08333333333333333,5,200,0.02,Hedged-CS,0.46960169076919556,0.5835210084915161,0.11391931772232056,1.4237210605232913
"Uniform(0,1)",0.5,0.08333333333333333,5,350,0.035,Hedged-CS,0.4740053415298462,0.5648654103279114,0.09086006879806519,1.5021718520453906
"Uniform(0,1)",0.5,0.08333333333333333,5,500,0.05,Hedged-CS,0.47812122106552124,0.5550365447998047,0.07691532373428345,1.5198838868508
"Uniform(0,1)",0.5,0.08333333333333333,5,1000,0.1,Hedged-CS,0.47812122106552124,0.5347707867622375,0.05664956569671631,1.5831028146286985
"Uniform(0,1)",0.5,0.08333333333333333,5,2000,0.2,Hedged-CS,0.48229843378067017,0.5283197164535522,0.04602128267288208,1.8188054757037169
"Uniform(0,1)",0.5,0.08333333333333333,5,5000,0.5,Hedged-CS,0.4877418279647827,0.5196747183799744,0.03193289041519165,1.9954266544287287
"Uniform(0,1)",0.5,0.08333333333333333,5,10000,1.0,Hedged-CS,0.489366352558136,0.5137684345245361,0.024402081966400146,2.1564501240661227
"Uniform(0,1)",0.5,0.08333333333333333,6,10,0.001,Stitched GE,0.11109936237335205,0.7133987545967102,0.6022993922233582,1.6831582931856839
"Uniform(0,1)",0.5,0.08333333333333333,6,20,0.002,Stitched GE,0.15397411584854126,0.527729868888855,0.3737557530403137,1.4771187822760374
"Uniform(0,1)",0.5,0.08333333333333333,6,40,0.004,Stitched GE,0.28455376625061035,0.5367414951324463,0.25218772888183594,1.4095045513501459
"Uniform(0,1)",0.5,0.08333333333333333,6,75,0.0075,Stitched GE,0.36025094985961914,0.5379676222801208,0.1777166724205017,1.3601015668321572
"Uniform(0,1)",0.5,0.08333333333333333,6,125,0.0125,Stitched GE,0.38564246892929077,0.5362246632575989,0.1505821943283081,1.4877883865957025
"Uniform(0,1)",0.5,0.08333333333333333,6,200,0.02,Stitched GE,0.4237179756164551,0.5364016890525818,0.11268371343612671,1.408278939907585
"Uniform(0,1)",0.5,0.08333333333333333,6,350,0.035,Stitched GE,0.4407864809036255,0.5290488004684448,0.08826231956481934,1.4592237690373628
"Uniform(0,1)",0.5,0.08333333333333333,6,500,0.05,Stitched GE,0.4430679678916931,0.5200198888778687,0.07695192098617554,1.5206070661959974
"Uniform(0,1)",0.5,0.08333333333333333,6,1000,0.1,Stitched GE,0.46463191509246826,0.5161575078964233,0.05152559280395508,1.4399106152032108
"Uniform(0,1)",0.5,0.08333333333333333,6,2000,0.2,Stitched GE,0.47931408882141113,0.5161679983139038,0.036853909492492676,1.4565020462919902
"Uniform(0,1)",0.5,0.08333333333333333,6,5000,0.5,Stitched GE,0.49040859937667847,0.5157985091209412,0.025389909744262695,1.5865680180688844
"Uniform(0,1)",0.5,0.08333333333333333,6,10000,1.0,Stitched GE,0.4937644600868225,0.511884868144989,0.018120408058166504,1.6013287824770992
"Uniform(0,1)",0.5,0.08333333333333333,6,10,0.001,aGRAPA,0.15185535250772728,0.6835241643873474,0.5316688118796201,1.4857773085905777
"Uniform(0,1)",0.5,0.08333333333333333,6,20,0.002,aGRAPA,0.18868397447722873,0.5235004100154217,0.33481643553819296,1.3232268440690322
"Uniform(0,1)",0.5,0.08333333333333333,6,40,0.004,aGRAPA,0.2947269385391715,0.5247448795490848,0.2300179410099133,1.2855952039505192
"Uniform(0,1)",0.5,0.08333333333333333,6,75,0.0075,aGRAPA,0.36188853987259856,0.5570437267324154,0.19515518685981686,1.4935620378678593
"Uniform(0,1)",0.5,0.08333333333333333,6,125,0.0125,aGRAPA,0.38794723492840355,0.5411591087169838,0.15321187378858026,1.5137702537009998
"Uniform(0,1)",0.5,0.08333333333333333,6,200,0.02,aGRAPA,0.42207987405600517,0.5418157905402812,0.119735916484276,1.4964147381504276
"Uniform(0,1)",0.5,0.08333333333333333,6,350,0.035,aGRAPA,0.43467252746300467,0.5272079747056907,0.09253544724268603,1.5298705581362515
"Uniform(0,1)",0.5,0.08333333333333333,6,500,0.05,aGRAPA,0.4407757083770982,0.5188846479676913,0.07810893959059312,1.543470311753099
"Uniform(0,1)",0.5,0.08333333333333333,6,1000,0.1,aGRAPA,0.46381273833705217,0.5206086579113917,0.05679591957433949,1.5871927530553671
"Uniform(0,1)",0.5,0.08333333333333333,6,2000,0.2,aGRAPA,0.4780770948758527,0.5197705779568726,0.041693483081019944,1.647766661957976
"Uniform(0,1)",0.5,0.08333333333333333,6,5000,0.5,aGRAPA,0.48957182057602183,0.5171427876812852,0.027570967105263355,1.7228582171830937
"Uniform(0,1)",0.5,0.08333333333333333,6,10000,1.0,aGRAPA,0.4925705682132286,0.5128198364754208,0.020249268262192255,1.7894594861363986
"Uniform(0,1)",0.5,0.08333333333333333,6,10,0.001,PRECiSE-A-CO96,0.06237591541452906,0.8321205717311284,0.7697446563165994,2.1510931583908754
"Uniform(0,1)",0.5,0.08333333333333333,6,20,0.002,PRECiSE-A-CO96,0.07856117590485404,0.6747822117729161,0.5962210358680621,2.356323035310703
"Uniform(0,1)",0.5,0.08333333333333333,6,40,0.004,PRECiSE-A-CO96,0.22399370167437221,0.6157604546486599,0.3917667529742877,2.189626845974183
"Uniform(0,1)",0.5,0.08333333333333333,6,75,0.0075,PRECiSE-A-CO96,0.3207246494706506,0.6176531468988309,0.2969284974281803,2.2724537269841263
"Uniform(0,1)",0.5,0.08333333333333333,6,125,0.0125,PRECiSE-A-CO96,0.36140842950784047,0.580108585898716,0.21870015639087548,2.1608102755867464
"Uniform(0,1)",0.5,0.08333333333333333,6,200,0.02,PRECiSE-A-CO96,0.40334274156335326,0.5692185834295141,0.1658758418661609,2.0730542827909915
"Uniform(0,1)",0.5,0.08333333333333333,6,350,0.035,PRECiSE-A-CO96,0.42176979184322694,0.5447673428688182,0.12299755102559129,2.0334945974099274
"Uniform(0,1)",0.5,0.08333333333333333,6,500,0.05,PRECiSE-A-CO96,0.430676841605077,0.5319540891556727,0.10127724755059564,2.001287249190098
"Uniform(0,1)",0.5,0.08333333333333333,6,1000,0.1,PRECiSE-A-CO96,0.45734919429117304,0.5288498513582414,0.07150065706706832,1.9981246115226337
"Uniform(0,1)",0.5,0.08333333333333333,6,2000,0.2,PRECiSE-A-CO96,0.4736859334994359,0.5250295915573815,0.05134365805794561,2.0291508839990913
"Uniform(0,1)",0.5,0.08333333333333333,6,5000,0.5,PRECiSE-A-CO96,0.48699974251358774,0.5200466316763865,0.0330468891627988,2.0650383546247753
