distribution,n,repetition,method,lower,upper,empty,width,normalized_width
"Uniform(0.45,0.55)",1000,35,Chronological GE,0.49766665091738105,0.5036218040622771,False,0.00595515314489603,1.2662996365339174
"Uniform(0.45,0.55)",1000,35,Exact Bernoulli rounding,0.4547039427203242,0.536012423659193,False,0.08130848093886878,17.289379022646788
"Uniform(0.45,0.55)",1000,35,Symmetric empirical-variance bound,0.47697698328202287,0.5240704138397191,False,0.047093430557696214,10.013914427953328
"Uniform(0.45,0.55)",1000,35,Optimistic hard-boundary benchmark (not valid),0.4957349628476613,0.5053072794077507,False,0.009572316560089389,2.035450757671559
"Uniform(0.45,0.55)",1000,36,Chronological GE,0.4982625753618777,0.5043405597098172,False,0.006077984347939491,1.2924183784007437
"Uniform(0.45,0.55)",1000,36,Exact Bernoulli rounding,0.4646273144307542,0.5459539732618878,False,0.08132665883113355,17.293244357056796
"Uniform(0.45,0.55)",1000,36,Symmetric empirical-variance bound,0.47734129076512205,0.5244679989872155,False,0.04712670822209347,10.02099056744221
"Uniform(0.45,0.55)",1000,36,Optimistic hard-boundary benchmark (not valid),0.4961027584323039,0.5056976270159104,False,0.009594868583606475,2.0402462043188487
"Uniform(0.45,0.55)",1000,37,Chronological GE,0.4972496614791453,0.5038699503056705,False,0.006620288826525211,1.4077336267940412
"Uniform(0.45,0.55)",1000,37,Exact Bernoulli rounding,0.4440345827351593,0.5260344093933338,False,0.08199982665817451,17.436386297149284
"Uniform(0.45,0.55)",1000,37,Symmetric empirical-variance bound,0.4770723432658237,0.5242064198242082,False,0.04713407655838453,10.022557365363307
"Uniform(0.45,0.55)",1000,37,Optimistic hard-boundary benchmark (not valid),0.4958363038324246,0.5054361659518201,False,0.009599862119395453,2.0413080263074272
"Uniform(0.45,0.55)",1000,38,Chronological GE,0.4971198313869536,0.5032732835970819,False,0.006153452210128307,1.3084658123011792
"Uniform(0.45,0.55)",1000,38,Exact Bernoulli rounding,0.456524872743214,0.5376982051142442,False,0.08117333237103014,17.26064112486849
"Uniform(0.45,0.55)",1000,38,Symmetric empirical-variance bound,0.47651450828802394,0.5236062202663391,False,0.04709171197831513,10.013548990425077
"Uniform(0.45,0.55)",1000,38,Optimistic hard-boundary benchmark (not valid),0.49527449123967804,0.504845643136411,False,0.009571151896732966,2.03520310446281
"Uniform(0.45,0.55)",1000,39,Chronological GE,0.4981632228009403,0.503574704285711,False,0.005411481484770775,1.1506936716058027
"Uniform(0.45,0.55)",1000,39,Exact Bernoulli rounding,0.4557752798039713,0.5367511597973955,False,0.0809758799934242,17.218654988171156
"Uniform(0.45,0.55)",1000,39,Symmetric empirical-variance bound,0.4769981988919769,0.5239845864366457,False,0.04698638754466877,9.99115287586691
"Uniform(0.45,0.55)",1000,39,Optimistic hard-boundary benchmark (not valid),0.49573908407332434,0.5052388638640788,False,0.009499779790754448,2.020026589323696
"Uniform(0.45,0.55)",1000,40,Chronological GE,0.49773256620392203,0.5032770982943475,False,0.005544532090425491,1.1789854601596512
"Uniform(0.45,0.55)",1000,40,Exact Bernoulli rounding,0.42995464967406904,0.5106293952901848,False,0.08067474561611576,17.154621982930916
"Uniform(0.45,0.55)",1000,40,Symmetric empirical-variance bound,0.4765526693699207,0.5238440304278555,False,0.047291361057934855,10.056002232315837
"Uniform(0.45,0.55)",1000,40,Optimistic hard-boundary benchmark (not valid),0.4953441421434919,0.5050506056279829,False,0.009706463484491001,2.0639756666837634
"Uniform(0.45,0.55)",1000,41,Chronological GE,0.49638874689117074,0.5027748397551477,False,0.006386092863976955,1.357934359665749
"Uniform(0.45,0.55)",1000,41,Exact Bernoulli rounding,0.44144296521967535,0.5226265549707538,False,0.08118358975107848,17.262822247051403
"Uniform(0.45,0.55)",1000,41,Symmetric empirical-variance bound,0.4757562806013443,0.5229457330898313,False,0.047189452488486994,10.034332464752913
"Uniform(0.45,0.55)",1000,41,Optimistic hard-boundary benchmark (not valid),0.4945355046816612,0.5041728965787136,False,0.009637391897052372,2.0492883322122193
"Uniform(0.45,0.55)",1000,42,Chronological GE,0.49591420451179147,0.5025345194153488,False,0.006620314903557301,1.4077391717960677
"Uniform(0.45,0.55)",1000,42,Exact Bernoulli rounding,0.4549402285547028,0.5368684687523616,False,0.08192824019765882,17.42116420180998
"Uniform(0.45,0.55)",1000,42,Symmetric empirical-variance bound,0.47576845239620785,0.5227675838394948,False,0.04699913144328699,9.993862729634836
"Uniform(0.45,0.55)",1000,42,Optimistic hard-boundary benchmark (not valid),0.49451741339407584,0.5040258285596113,False,0.009508415165535467,2.021862809430967
"Uniform(0.45,0.55)",1000,43,Chronological GE,0.4972019703127444,0.5031158733181655,False,0.005913903005421162,1.257528235471164
"Uniform(0.45,0.55)",1000,43,Exact Bernoulli rounding,0.45738632985153566,0.538389637632456,False,0.0810033077809203,17.224487213890992
"Uniform(0.45,0.55)",1000,43,Symmetric empirical-variance bound,0.47678803346850707,0.5238659096793616,False,0.047077876210854575,10.010606962423415
"Uniform(0.45,0.55)",1000,43,Optimistic hard-boundary benchmark (not valid),0.49554447444234107,0.5051062502115882,False,0.009561775769247105,2.0332093712138817
"Uniform(0.45,0.55)",1000,44,Chronological GE,0.4954116581939161,0.5005290922708809,False,0.005117434076964855,1.0881676346477929
"Uniform(0.45,0.55)",1000,44,Exact Bernoulli rounding,0.4432244007328812,0.524244317140536,False,0.08101991640765477,17.228018860766475
"Uniform(0.45,0.55)",1000,44,Symmetric empirical-variance bound,0.4751938655181822,0.5222405687592072,False,0.047046703241025,10.0039783637284
"Uniform(0.45,0.55)",1000,44,Optimistic hard-boundary benchmark (not valid),0.49395320513439533,0.5034938564082811,False,0.009540651273885814,2.0287174731640567
"Uniform(0.45,0.55)",1000,45,Chronological GE,0.4958967543207109,0.5016252384521067,False,0.005728484131395817,1.2181008946334126
"Uniform(0.45,0.55)",1000,45,Exact Bernoulli rounding,0.4666245412047696,0.5474709038849973,False,0.08084636268022771,17.191114516476297
"Uniform(0.45,0.55)",1000,45,Symmetric empirical-variance bound,0.4749177996479012,0.5220736600872924,False,0.047155860439391184,10.027189474719664
"Uniform(0.45,0.55)",1000,45,Optimistic hard-boundary benchmark (not valid),0.493695820067253,0.5033104455875157,False,0.00961462552026271,2.0444473056336414
"Uniform(0.45,0.55)",1000,46,Chronological GE,0.4967758269049227,0.5024591372348368,False,0.005683310329914093,1.20849516880146
"Uniform(0.45,0.55)",1000,46,Exact Bernoulli rounding,0.5023867628202986,0.5829659774033387,False,0.08057921458304007,17.134308330281172
"Uniform(0.45,0.55)",1000,46,Symmetric empirical-variance bound,0.4763220056173655,0.5233857656889409,False,0.04706376007157542,10.007605316352604
"Uniform(0.45,0.55)",1000,46,Optimistic hard-boundary benchmark (not valid),0.49507849990570174,0.5046307096746325,False,0.009552209768930786,2.031175263537907
"Uniform(0.45,0.55)",1000,47,Chronological GE,0.4957144348882139,0.5019281865097582,False,0.006213751621544361,1.32128783734428
"Uniform(0.45,0.55)",1000,47,Exact Bernoulli rounding,0.4588687334712429,0.5404352040692058,False,0.08156647059796285,17.344237764914453
"Uniform(0.45,0.55)",1000,47,Symmetric empirical-variance bound,0.4755975557017981,0.5227134531342812,False,0.04711589743248307,10.018691768633648
"Uniform(0.45,0.55)",1000,47,Optimistic hard-boundary benchmark (not valid),0.49436588953697125,0.5039534316492287,False,0.00958754211225743,2.038688308530002
"Uniform(0.45,0.55)",1000,48,Chronological GE,0.49758313735947013,0.5043374043889344,False,0.006754267029464245,1.4362226589914033
"Uniform(0.45,0.55)",1000,48,Exact Bernoulli rounding,0.43925758628130634,0.5209163624893439,False,0.08165877620803758,17.363865565853185
"Uniform(0.45,0.55)",1000,48,Symmetric empirical-variance bound,0.4775394346614718,0.524769001009296,False,0.047229566347824214,10.042862247994881
"Uniform(0.45,0.55)",1000,48,Optimistic hard-boundary benchmark (not valid),0.4963162482311314,0.5059808277444542,False,0.00966457951332278,2.0550694880891167
"Uniform(0.45,0.55)",1000,49,Chronological GE,0.49733612732961774,0.5041581657715142,False,0.006822038441896439,1.450633525150879
"Uniform(0.45,0.55)",1000,49,Exact Bernoulli rounding,0.49380683409482923,0.5758378739825539,False,0.0820310398877247,17.44302345664338
"Uniform(0.45,0.55)",1000,49,Symmetric empirical-variance bound,0.47749838939747175,0.5246062230745828,False,0.04710783367711108,10.016977097281258
"Uniform(0.45,0.55)",1000,49,Optimistic hard-boundary benchmark (not valid),0.4962560885871449,0.5058381659775637,False,0.00958207739041883,2.037526293866465
"Uniform(0.45,0.55)",1000,50,Chronological GE,0.49662696896120906,0.5028476570732892,False,0.006220688112080097,1.3227628078833251
"Uniform(0.45,0.55)",1000,50,Exact Bernoulli rounding,0.4600560827778249,0.5414065591093294,False,0.08135047633150455,17.298308893825055
"Uniform(0.45,0.55)",1000,50,Symmetric empirical-variance bound,0.47621604462448963,0.5234401732453814,False,0.04722412862089176,10.041705973509474
"Uniform(0.45,0.55)",1000,50,Optimistic hard-boundary benchmark (not valid),0.49499850786007793,0.5046594017529935,False,0.009660893892915579,2.054285780320654
"Uniform(0.45,0.55)",1000,51,Chronological GE,0.4969660877250135,0.5028938273899257,False,0.005927739664912224,1.2604704531535746
"Uniform(0.45,0.55)",1000,51,Exact Bernoulli rounding,0.45729812981607654,0.5382994643593534,False,0.08100133454327685,17.224067626006367
"Uniform(0.45,0.55)",1000,51,Symmetric empirical-variance bound,0.47666289084949287,0.5238986818923935,False,0.047235791042900654,10.044185862840889
"Uniform(0.45,0.55)",1000,51,Optimistic hard-boundary benchmark (not valid),0.49544500545581616,0.5051138038312986,False,0.009668798375482401,2.0559665840141634
"Uniform(0.45,0.55)",1000,52,Chronological GE,0.4970382987521589,0.502587943803519,False,0.00554964505136013,1.1800726766284158
"Uniform(0.45,0.55)",1000,52,Exact Bernoulli rounding,0.4477926236958764,0.5286342397488903,False,0.08084161605301393,17.190105196955987
"Uniform(0.45,0.55)",1000,52,Symmetric empirical-variance bound,0.4759541969355735,0.523021456521736,False,0.047067259586162535,10.008349450708495
"Uniform(0.45,0.55)",1000,52,Optimistic hard-boundary benchmark (not valid),0.494713056871416,0.5042676381370457,False,0.009554581265629691,2.031679536952007
"Uniform(0.45,0.55)",1000,53,Chronological GE,0.49707316467538476,0.503238923382014,False,0.006165758706629276,1.311082657186107
"Uniform(0.45,0.55)",1000,53,Exact Bernoulli rounding,0.4700398116034261,0.5513091047284203,False,0.0812692931249942,17.281046153070047
"Uniform(0.45,0.55)",1000,53,Symmetric empirical-variance bound,0.4768594854666961,0.5239160367838203,False,0.04705655131712416,10.0060724518033
"Uniform(0.45,0.55)",1000,53,Optimistic hard-boundary benchmark (not valid),0.4956121902908365,0.5051595150124291,False,0.009547324721592587,2.0301365104582962
"Uniform(0.45,0.55)",1000,54,Chronological GE,0.4961034837178886,0.5016007660888135,False,0.00549728237092495,1.168938312559233
"Uniform(0.45,0.55)",1000,54,Exact Bernoulli rounding,0.4737147525617199,0.554634488135403,False,0.08091973557368304,17.206716477677503
"Uniform(0.45,0.55)",1000,54,Symmetric empirical-variance bound,0.47481914014425397,0.5218986264442205,False,0.0470794862999665,10.01094933065604
"Uniform(0.45,0.55)",1000,54,Optimistic hard-boundary benchmark (not valid),0.4935855267953495,0.5031483938449657,False,0.009562867049616175,2.0334414203150692
"Uniform(0.45,0.55)",1000,55,Chronological GE,0.4980902341194451,0.5031228526495397,False,0.0050326185300946236,1.070132515556649
"Uniform(0.45,0.55)",1000,55,Exact Bernoulli rounding,0.4399385714528023,0.5208466267761442,False,0.08090805532334194,17.204232797341888
"Uniform(0.45,0.55)",1000,55,Symmetric empirical-variance bound,0.4762326482825973,0.5232848465153761,False,0.047052198232778786,10.00514681496572
"Uniform(0.45,0.55)",1000,55,Optimistic hard-boundary benchmark (not valid),0.49498774737573603,0.5045321222153409,False,0.009544374839604908,2.029509249597336
"Uniform(0.45,0.55)",1000,56,Chronological GE,0.49758818792179227,0.5041024968959391,False,0.006514308974146843,1.3851981444510444
"Uniform(0.45,0.55)",1000,56,Exact Bernoulli rounding,0.4533468179861414,0.5348106895351753,False,0.0814638715490339,17.32242117427332
"Uniform(0.45,0.55)",1000,56,Symmetric empirical-variance bound,0.4772163024743918,0.5241906662520569,False,0.04697436377766512,9.988596150386298
"Uniform(0.45,0.55)",1000,56,Optimistic hard-boundary benchmark (not valid),0.49595420541887525,0.5054458379483189,False,0.009491632529443628,2.0182941613263607
"Uniform(0.45,0.55)",1000,57,Chronological GE,0.4974352694116533,0.5027595027349889,False,0.005324233323335648,1.1321412830399022
"Uniform(0.45,0.55)",1000,57,Exact Bernoulli rounding,0.4627847825175,0.5439402003522891,False,0.08115541783478908,17.2568317903008
"Uniform(0.45,0.55)",1000,57,Symmetric empirical-variance bound,0.47578816403569535,0.5228803203292108,False,0.047092156293515486,10.013643469301275
"Uniform(0.45,0.55)",1000,57,Optimistic hard-boundary benchmark (not valid),0.49455179226365475,0.5041232452925779,False,0.00957145302892315,2.0352671370029816
"Uniform(0.45,0.55)",1000,58,Chronological GE,0.49777645291760564,0.5036557535640895,False,0.005879300646483898,1.2501704138535912
"Uniform(0.45,0.55)",1000,58,Exact Bernoulli rounding,0.4706902596336902,0.5518452472039337,False,0.08115498757024348,17.256740299146088
"Uniform(0.45,0.55)",1000,58,Symmetric empirical-variance bound,0.47665672497040407,0.5238802542127449,False,0.0472235292423408,10.041578522069896
"Uniform(0.45,0.55)",1000,58,Optimistic hard-boundary benchmark (not valid),0.4954369245326522,0.5050974121879626,False,0.009660487655310357,2.0541993982378894
"Uniform(0.45,0.55)",1000,59,Chronological GE,0.4980284725315869,0.5045262281782925,False,0.0064977556467056274,1.3816782563789463
"Uniform(0.45,0.55)",1000,59,Exact Bernoulli rounding,0.45837520624295314,0.5398801751098685,False,0.08150496886691538,17.331160079458396
"Uniform(0.45,0.55)",1000,59,Symmetric empirical-variance bound,0.4775662947508043,0.5246099615304731,False,0.047043666779668813,10.00333269269054
"Uniform(0.45,0.55)",1000,59,Optimistic hard-boundary benchmark (not valid),0.4963134757485408,0.5058520693478645,False,0.009538593599323741,2.028279930671587
"Uniform(0.45,0.55)",1000,60,Chronological GE,0.4957349640317261,0.5021338765509427,False,0.0063989125192165375,1.3606603222691265
"Uniform(0.45,0.55)",1000,60,Exact Bernoulli rounding,0.45029593011028324,0.531800537445388,False,0.08150460733510478,17.331083203584807
"Uniform(0.45,0.55)",1000,60,Symmetric empirical-variance bound,0.4756941890280209,0.5226358817969434,False,0.046941692768922516,9.98164900973528
"Uniform(0.45,0.55)",1000,60,Optimistic hard-boundary benchmark (not valid),0.49443439775774833,0.5039038930414164,False,0.009469495283668028,2.0135869127304904
"Uniform(0.45,0.55)",1000,61,Chronological GE,0.49842041777446866,0.5043355296365917,False,0.0059151118621230125,1.257785285922249
"Uniform(0.45,0.55)",1000,61,Exact Bernoulli rounding,0.46858892011899467,0.5495121830707475,False,0.08092326295175278,17.207466536905027
"Uniform(0.45,0.55)",1000,61,Symmetric empirical-variance bound,0.4774654427040627,0.52464115993101,False,0.0471757172269473,10.03141180826059
"Uniform(0.45,0.55)",1000,61,Optimistic hard-boundary benchmark (not valid),0.4962340763157108,0.5058621593012151,False,0.009628082985504327,2.0473088917137128
"Uniform(0.45,0.55)",1000,62,Chronological GE,0.49668251955881715,0.5034760064445436,False,0.006793486885726452,1.4445623420392375
"Uniform(0.45,0.55)",1000,62,Exact Bernoulli rounding,0.4222723105543392,0.5039638543969723,False,0.08169154384263311,17.370833252958587
"Uniform(0.45,0.55)",1000,62,Symmetric empirical-variance bound,0.4766493703145809,0.5237766281861866,False,0.047127257871605766,10.02110744453348
"Uniform(0.45,0.55)",1000,62,Optimistic hard-boundary benchmark (not valid),0.49541433047288663,0.5050095715045531,False,0.009595241031666424,2.04032540141613
"Uniform(0.45,0.55)",1000,63,Chronological GE,0.4974783514626324,0.503265539649874,False,0.005787188187241554,1.2305836843739648
"Uniform(0.45,0.55)",1000,63,Exact Bernoulli rounding,0.45272000178517735,0.5336475851087225,False,0.0809275833235451,17.208385217768
"Uniform(0.45,0.55)",1000,63,Symmetric empirical-variance bound,0.47635261596660267,0.5235616205425441,False,0.047209004575941405,10.038490007075433
"Uniform(0.45,0.55)",1000,63,Optimistic hard-boundary benchmark (not valid),0.49513200760200793,0.5047826509531883,False,0.009650643351180377,2.0521061122319018
"Uniform(0.45,0.55)",1000,64,Chronological GE,0.4957949663512409,0.5020035780034959,False,0.006208611652255058,1.3201948778377024
"Uniform(0.45,0.55)",1000,64,Exact Bernoulli rounding,0.46857141051645734,0.5497593588299646,False,0.08118794831350729,17.26374904874485
"Uniform(0.45,0.55)",1000,64,Symmetric empirical-variance bound,0.4752322064511969,0.5223483439186222,False,0.04711613746742527,10.018742809497361
"Uniform(0.45,0.55)",1000,64,Optimistic hard-boundary benchmark (not valid),0.4940023764136152,0.5035900812462646,False,0.009587704832649369,2.0387229092813435
"Uniform(0.45,0.55)",1000,65,Chronological GE,0.49722010688856244,0.5035425215028226,False,0.006322414614260197,1.3443938607886448
"Uniform(0.45,0.55)",1000,65,Exact Bernoulli rounding,0.464456051341231,0.545765758881411,False,0.08130970754017997,17.289639846299302
"Uniform(0.45,0.55)",1000,65,Symmetric empirical-variance bound,0.4766831468028594,0.5238720013916622,False,0.04718885458880284,10.034205327778547
"Uniform(0.45,0.55)",1000,65,Optimistic hard-boundary benchmark (not valid),0.49545771479097855,0.5050947014413361,False,0.009636986650357504,2.049202160835945
"Uniform(0.45,0.55)",1000,66,Chronological GE,0.49684455851092935,0.5030223582871258,False,0.00617779977619648,1.3136430618718367
"Uniform(0.45,0.55)",1000,66,Exact Bernoulli rounding,0.4453248090648625,0.5265361745574774,False,0.08121136549261487,17.268728461477167
"Uniform(0.45,0.55)",1000,66,Symmetric empirical-variance bound,0.4765757692153947,0.5236876144719782,False,0.04711184525658352,10.017830116759393
"Uniform(0.45,0.55)",1000,66,Optimistic hard-boundary benchmark (not valid),0.4953386457560496,0.5049234416864634,False,0.009584795930413836,2.0381043623264725
"Uniform(0.45,0.55)",1000,67,Chronological GE,0.4967065299861133,0.503488548565656,False,0.006782018579542637,1.4421237293623037
"Uniform(0.45,0.55)",1000,67,Exact Bernoulli rounding,0.4462044725622766,0.5280216618310813,False,0.08181718926880477,17.397550409280534
"Uniform(0.45,0.55)",1000,67,Symmetric empirical-variance bound,0.47641612591382076,0.5235752964281686,False,0.047159170514347815,10.027893326763852
"Uniform(0.45,0.55)",1000,67,Optimistic hard-boundary benchmark (not valid),0.49518729793278904,0.5048041666222662,False,0.009616868689477198,2.0449242915804136
"Uniform(0.45,0.55)",1000,68,Chronological GE,0.4968598657287657,0.5022707008756697,False,0.005410835146903992,1.1505562347698604
"Uniform(0.45,0.55)",1000,68,Exact Bernoulli rounding,0.46996075746646576,0.5511455240513837,False,0.08118476658491797,17.263072488183237
"Uniform(0.45,0.55)",1000,68,Symmetric empirical-variance bound,0.47660618976371805,0.5237576068532833,False,0.04715141708956527,10.026244643892877
"Uniform(0.45,0.55)",1000,68,Optimistic hard-boundary benchmark (not valid),0.4953751961198105,0.5049868101383601,False,0.009611614018549597,2.043806941996981
"Uniform(0.45,0.55)",1000,69,Chronological GE,0.4968713433481753,0.5036384421400726,False,0.006767098791897297,1.4389511960600074
"Uniform(0.45,0.55)",1000,69,Exact Bernoulli rounding,0.4639574293982912,0.5456480442630729,False,0.08169061486478169,17.370635715752243
"Uniform(0.45,0.55)",1000,69,Symmetric empirical-variance bound,0.4768650698269368,0.524071720971063,False,0.0472066511441262,10.03798957496568
"Uniform(0.45,0.55)",1000,69,Optimistic hard-boundary benchmark (not valid),0.495641566245298,0.5052906145521203,False,0.009649048306822339,2.0517669431053163
"Uniform(0.45,0.55)",1000,70,Chronological GE,0.49709166726097465,0.5031294445507228,False,0.006037777289748192,1.2838687774190498
"Uniform(0.45,0.55)",1000,70,Exact Bernoulli rounding,0.4646752502986443,0.5461043708785196,False,0.08142912057987528,17.315031752281296
"Uniform(0.45,0.55)",1000,70,Symmetric empirical-variance bound,0.4760431810535715,0.523198802140347,False,0.04715562108677546,10.02713857894538
"Uniform(0.45,0.55)",1000,70,Optimistic hard-boundary benchmark (not valid),0.49481562522740075,0.5044300883930641,False,0.00961446316566339,2.0444127826641885
"Uniform(0.45,0.55)",1000,71,Chronological GE,0.4964479976333678,0.5026731924153864,False,0.0062251947820186615,1.3237211030549738
"Uniform(0.45,0.55)",1000,71,Exact Bernoulli rounding,0.4595167088863118,0.5406470366089444,False,0.08113032772263262,17.25149664624467
"Uniform(0.45,0.55)",1000,71,Symmetric empirical-variance bound,0.47620959778324984,0.5233897088374029,False,0.04718011105415304,10.032346108631755
"Uniform(0.45,0.55)",1000,71,Optimistic hard-boundary benchmark (not valid),0.4949851088626471,0.5046161696429321,False,0.009631060780284972,2.0479420879316197
"Uniform(0.45,0.55)",1000,72,Chronological GE,0.496548546012491,0.5017890459857881,False,0.005240499973297119,1.1143362815328577
"Uniform(0.45,0.55)",1000,72,Exact Bernoulli rounding,0.46812043141909254,0.5491450394278279,False,0.08102460800873534,17.229016479567964
"Uniform(0.45,0.55)",1000,72,Symmetric empirical-variance bound,0.4763200580159508,0.5234616510235834,False,0.047141593007632654,10.024155657920918
"Uniform(0.45,0.55)",1000,72,Optimistic hard-boundary benchmark (not valid),0.495088913628553,0.5046938697004497,False,0.009604956071896709,2.042391200836094
"Uniform(0.45,0.55)",1000,73,Chronological GE,0.4971304810605943,0.5028828480280936,False,0.005752366967499256,1.2231793243465268
"Uniform(0.45,0.55)",1000,73,Exact Bernoulli rounding,0.4697092746901317,0.5509425541729196,False,0.08123327948278791,17.27338823715647
"Uniform(0.45,0.55)",1000,73,Symmetric empirical-variance bound,0.4758122426325801,0.5229975310863231,False,0.04718528845374298,10.033447027291514
"Uniform(0.45,0.55)",1000,73,Optimistic hard-boundary benchmark (not valid),0.49459053063481984,0.5042251003747538,False,0.00963456973993393,2.048688230678913
"Uniform(0.45,0.55)",1000,74,Chronological GE,0.4969282611273229,0.5035061663948,False,0.0065779052674770355,1.3987212161789224
"Uniform(0.45,0.55)",1000,74,Exact Bernoulli rounding,0.47530905691511244,0.5566457902435206,False,0.08133673332840813,17.29538659117348
"Uniform(0.45,0.55)",1000,74,Symmetric empirical-variance bound,0.4764071951427381,0.5236989016141887,False,0.047291706471450645,10.056075680806389
"Uniform(0.45,0.55)",1000,74,Optimistic hard-boundary benchmark (not valid),0.4951994385412135,0.5049061361494191,False,0.009706697608205639,2.0640254505881463
"Uniform(0.45,0.55)",1000,75,Chronological GE,0.4969759411178529,0.5035214521922171,False,0.006545511074364185,1.3918329374115208
"Uniform(0.45,0.55)",1000,75,Exact Bernoulli rounding,0.43925638769643044,0.5207536566042954,False,0.08149726890786496,17.329522765503633
"Uniform(0.45,0.55)",1000,75,Symmetric empirical-variance bound,0.47649775307283526,0.52353507784107,False,0.047037324768234745,10.001984131775572
"Uniform(0.45,0.55)",1000,75,Optimistic hard-boundary benchmark (not valid),0.49524918670848517,0.5047834826158946,False,0.009534295907409396,2.027366072442142
"Uniform(0.45,0.55)",1000,76,Chronological GE,0.4975975942797959,0.5039733522571623,False,0.0063757579773664474,1.3557367565411806
"Uniform(0.45,0.55)",1000,76,Exact Bernoulli rounding,0.45216948521419953,0.5334960917730274,False,0.08132660655882784,17.293233241909945
"Uniform(0.45,0.55)",1000,76,Symmetric empirical-variance bound,0.47732727786424056,0.5245035417775383,False,0.04717626391329777,10.031528055267183
"Uniform(0.45,0.55)",1000,76,Optimistic hard-boundary benchmark (not valid),0.4960966781675523,0.5057251316447744,False,0.009628453477222076,2.047387672815745
"Uniform(0.45,0.55)",1000,77,Chronological GE,0.49689620500430465,0.5012478823773563,False,0.004351677373051643,0.925337659961115
"Uniform(0.45,0.55)",1000,77,Exact Bernoulli rounding,0.4329975784187801,0.5133765870659825,False,0.08037900864720243,17.091736678870255
"Uniform(0.45,0.55)",1000,77,Symmetric empirical-variance bound,0.4751114224491302,0.522202463679406,False,0.047091041230275854,10.013406363026977
"Uniform(0.45,0.55)",1000,77,Optimistic hard-boundary benchmark (not valid),0.49387820433195473,0.5034489017971628,False,0.009570697465208111,2.0351064744583836
"Uniform(0.45,0.55)",1000,78,Chronological GE,0.4995963810943067,0.505241482052952,False,0.005645100958645344,1.2003703545821522
"Uniform(0.45,0.55)",1000,78,Exact Bernoulli rounding,0.44466148020916657,0.5254207846665979,False,0.08075930445743135,17.172602516330873
"Uniform(0.45,0.55)",1000,78,Symmetric empirical-variance bound,0.47892316317342687,0.5260584812291079,False,0.04713531805568105,10.022821356487816
"Uniform(0.45,0.55)",1000,78,Optimistic hard-boundary benchmark (not valid),0.4976782119434343,0.5072789158196385,False,0.009600703876204153,2.041487016891711
"Uniform(0.45,0.55)",1000,79,Chronological GE,0.49547855416312814,0.5005394541658461,False,0.005060900002717972,1.0761462682901592
"Uniform(0.45,0.55)",1000,79,Exact Bernoulli rounding,0.47850603218636845,0.5591154534950487,False,0.08060942130868021,17.140731467481558
"Uniform(0.45,0.55)",1000,79,Symmetric empirical-variance bound,0.47493048563402224,0.521924073561149,False,0.04699358792712677,9.99268396020137
"Uniform(0.45,0.55)",1000,79,Optimistic hard-boundary benchmark (not valid),0.49368269118764974,0.5031873501439212,False,0.009504658956271506,2.0210640916969362
"Uniform(0.45,0.55)",1000,80,Chronological GE,0.49552013585343957,0.502252132166177,False,0.006731996312737465,1.4314870292249982
"Uniform(0.45,0.55)",1000,80,Exact Bernoulli rounding,0.4433744557978321,0.5249843310952022,False,0.08160987529737007,17.353467310107654
"Uniform(0.45,0.55)",1000,80,Symmetric empirical-variance bound,0.4751745279491075,0.5222986617446831,False,0.04712413379557562,10.020443143172082
"Uniform(0.45,0.55)",1000,80,Optimistic hard-boundary benchmark (not valid),0.49394625066003395,0.5035393746007755,False,0.009593123940741521,2.0398752246694563
"Uniform(0.45,0.55)",1000,81,Chronological GE,0.49648197600618005,0.5031851786188781,False,0.006703202612698078,1.425364356808825
"Uniform(0.45,0.55)",1000,81,Exact Bernoulli rounding,0.4551653166030634,0.5370690296479446,False,0.08190371304488114,17.415948765045904
"Uniform(0.45,0.55)",1000,81,Symmetric empirical-variance bound,0.4763257368146274,0.5233797800170966,False,0.0470540432024692,10.005539128041729
"Uniform(0.45,0.55)",1000,81,Optimistic hard-boundary benchmark (not valid),0.49508067056650795,0.5046262956491983,False,0.009545625082690301,2.029775100420328
"Uniform(0.45,0.55)",1000,82,Chronological GE,0.4966628351248801,0.5022674617357552,False,0.00560462661087513,1.1917639173296868
"Uniform(0.45,0.55)",1000,82,Exact Bernoulli rounding,0.4597684795495839,0.5410409389877577,False,0.08127245943817385,17.281719435709636
"Uniform(0.45,0.55)",1000,82,Symmetric empirical-variance bound,0.47549622285941967,0.5226142984166516,False,0.047118075557231964,10.019154923570346
"Uniform(0.45,0.55)",1000,82,Optimistic hard-boundary benchmark (not valid),0.49426540103618355,0.5038544192673533,False,0.009589018231169755,2.039002189432252
"Uniform(0.45,0.55)",1000,83,Chronological GE,0.4963027066551149,0.5030032875947654,False,0.006700580939650536,1.4248068860693766
"Uniform(0.45,0.55)",1000,83,Exact Bernoulli rounding,0.4433442188701024,0.5250619205319075,False,0.08171770166180509,17.376395433494345
"Uniform(0.45,0.55)",1000,83,Symmetric empirical-variance bound,0.4762389123802638,0.5234429566677525,False,0.047204044287488756,10.037435254777405
"Uniform(0.45,0.55)",1000,83,Optimistic hard-boundary benchmark (not valid),0.4950180765566692,0.5046653580356768,False,0.009647281479007619,2.0513912460635844
"Uniform(0.45,0.55)",1000,84,Chronological GE,0.49735816894099116,0.5041575566865504,False,0.0067993877455592155,1.4458170967835164
