distribution,n,repetition,method,lower,upper,empty,width,normalized_width
"Uniform(0.45,0.55)",1000,84,Exact Bernoulli rounding,0.45690844867823316,0.5389826972480117,False,0.08207424856977857,17.452211320842444
"Uniform(0.45,0.55)",1000,84,Symmetric empirical-variance bound,0.47720203973212977,0.524301638957084,False,0.04709959922495427,10.015226129082873
"Uniform(0.45,0.55)",1000,84,Optimistic hard-boundary benchmark (not valid),0.49595989063018586,0.505536387603728,False,0.009576496973542126,2.0363396778902265
"Uniform(0.45,0.55)",1000,85,Chronological GE,0.49657482327893376,0.5021963720209897,False,0.005621548742055893,1.1953622275733027
"Uniform(0.45,0.55)",1000,85,Exact Bernoulli rounding,0.46572204481772217,0.5467752996638345,False,0.08105325484611237,17.23510792320942
"Uniform(0.45,0.55)",1000,85,Symmetric empirical-variance bound,0.47538041465475894,0.5224035428057712,False,0.04702312815101223,9.998965372930671
"Uniform(0.45,0.55)",1000,85,Optimistic hard-boundary benchmark (not valid),0.49413509440919,0.5036597702823613,False,0.009524675873171295,2.0253204750304965
"Uniform(0.45,0.55)",1000,86,Chronological GE,0.4959453078918159,0.5015045567415655,False,0.005559248849749565,1.1821148216604556
"Uniform(0.45,0.55)",1000,86,Exact Bernoulli rounding,0.47423254088907346,0.555152372131493,False,0.08091983124241958,17.206736820611322
"Uniform(0.45,0.55)",1000,86,Symmetric empirical-variance bound,0.47574979161588804,0.522844533622865,False,0.04709474200697694,10.014193293619266
"Uniform(0.45,0.55)",1000,86,Optimistic hard-boundary benchmark (not valid),0.4945140190381704,0.5040872243560626,False,0.009573205317892186,2.035639742514646
"Uniform(0.45,0.55)",1000,87,Chronological GE,0.49782602535560727,0.5035593030042946,False,0.005733277648687363,1.2191201848273527
"Uniform(0.45,0.55)",1000,87,Exact Bernoulli rounding,0.4407182669252095,0.5215413484133602,False,0.0808230814881507,17.186164019931894
"Uniform(0.45,0.55)",1000,87,Symmetric empirical-variance bound,0.47687315465328045,0.524029911535993,False,0.047156756882712536,10.027380093806089
"Uniform(0.45,0.55)",1000,87,Optimistic hard-boundary benchmark (not valid),0.4956416945055955,0.5052569274307854,False,0.009615232925189954,2.0445764637963086
"Uniform(0.45,0.55)",1000,88,Chronological GE,0.4980872687883675,0.5046287816949189,False,0.006541512906551361,1.3909827697793886
"Uniform(0.45,0.55)",1000,88,Exact Bernoulli rounding,0.4654751935859678,0.5470629175802127,False,0.08158772399424497,17.348757072366727
"Uniform(0.45,0.55)",1000,88,Symmetric empirical-variance bound,0.4775887784361266,0.5247770548510083,False,0.047188276414881714,10.034082385276756
"Uniform(0.45,0.55)",1000,88,Optimistic hard-boundary benchmark (not valid),0.4963587979002759,0.5059953927826417,False,0.00963659488236579,2.0491188555617663
"Uniform(0.45,0.55)",1000,89,Chronological GE,0.49599274015054107,0.5027430108748376,False,0.00675027072429657,1.4353728874308445
"Uniform(0.45,0.55)",1000,89,Exact Bernoulli rounding,0.46286273145927753,0.5447120102616948,False,0.08184927880241727,17.404373905462975
"Uniform(0.45,0.55)",1000,89,Symmetric empirical-variance bound,0.4756550535425608,0.522794810930431,False,0.047139757387870185,10.023765333007104
"Uniform(0.45,0.55)",1000,89,Optimistic hard-boundary benchmark (not valid),0.49442689059063316,0.5040306026785257,False,0.009603712087892569,2.042126680939801
"Uniform(0.45,0.55)",1000,90,Chronological GE,0.4961952627636492,0.5027478081174195,False,0.006552545353770256,1.3933287017081653
"Uniform(0.45,0.55)",1000,90,Exact Bernoulli rounding,0.46321850662121544,0.544832812173855,False,0.0816143055526396,17.35440935651705
"Uniform(0.45,0.55)",1000,90,Symmetric empirical-variance bound,0.47565529766960296,0.5227394121026792,False,0.047084114433076196,10.011933453672198
"Uniform(0.45,0.55)",1000,90,Optimistic hard-boundary benchmark (not valid),0.49441830358469374,0.5039843068514582,False,0.009566003266764489,2.0341083033554166
"Uniform(0.45,0.55)",1000,91,Chronological GE,0.4979203916154802,0.5034055444411933,False,0.005485152825713158,1.1663590944737705
"Uniform(0.45,0.55)",1000,91,Exact Bernoulli rounding,0.443790062406648,0.5244423994368126,False,0.08065233703016461,17.149857036748216
"Uniform(0.45,0.55)",1000,91,Symmetric empirical-variance bound,0.47680041184292893,0.5240834912360567,False,0.04728307939312776,10.054241224852223
"Uniform(0.45,0.55)",1000,91,Optimistic hard-boundary benchmark (not valid),0.49558935178260155,0.5052902018729837,False,0.00970085009038213,2.0627820384517377
"Uniform(0.45,0.55)",1000,92,Chronological GE,0.49773729173466563,0.5016945344395936,False,0.003957242704927921,0.8414653455590032
"Uniform(0.45,0.55)",1000,92,Exact Bernoulli rounding,0.4687722179488006,0.5491710334077506,False,0.08039881545895006,17.095948385589907
"Uniform(0.45,0.55)",1000,92,Symmetric empirical-variance bound,0.4761358371780634,0.5231728294980234,False,0.04703699231995995,10.001913440204875
"Uniform(0.45,0.55)",1000,92,Optimistic hard-boundary benchmark (not valid),0.49488899934768493,0.5044230699830201,False,0.009534070635335179,2.027318170744442
"Uniform(0.45,0.55)",1000,93,Chronological GE,0.49758322862908244,0.502282106783241,False,0.004698878154158592,0.999166193371182
"Uniform(0.45,0.55)",1000,93,Exact Bernoulli rounding,0.44987847490047755,0.5307103776690877,False,0.08083190276861013,17.18803977089375
"Uniform(0.45,0.55)",1000,93,Symmetric empirical-variance bound,0.47579768470923467,0.5227088366463112,False,0.04691115193707651,9.975154828422884
"Uniform(0.45,0.55)",1000,93,Optimistic hard-boundary benchmark (not valid),0.49453253544987785,0.5039813375609836,False,0.00944880211110577,2.009186730861653
"Uniform(0.45,0.55)",1000,94,Chronological GE,0.496667776722461,0.5034287762828171,False,0.00676099956035614,1.4376542596931698
"Uniform(0.45,0.55)",1000,94,Exact Bernoulli rounding,0.4471205701444228,0.5289702082967728,False,0.08184963815234997,17.40445031738356
"Uniform(0.45,0.55)",1000,94,Symmetric empirical-variance bound,0.47641762942199556,0.5235987076185643,False,0.04718107819656875,10.032551761124594
"Uniform(0.45,0.55)",1000,94,Optimistic hard-boundary benchmark (not valid),0.495192270197093,0.5048239864459965,False,0.009631716248903466,2.048081466324276
"Uniform(0.45,0.55)",1000,95,Chronological GE,0.49769347300753,0.5045561012811959,False,0.006862628273665905,1.4592645188408901
"Uniform(0.45,0.55)",1000,95,Exact Bernoulli rounding,0.42842011273144126,0.5102079025340024,False,0.08178778980256113,17.391298927158616
"Uniform(0.45,0.55)",1000,95,Symmetric empirical-variance bound,0.47728185564671494,0.5243250096953176,False,0.04704315404860265,10.003223665912063
"Uniform(0.45,0.55)",1000,95,Optimistic hard-boundary benchmark (not valid),0.4960303552450057,0.5055686013591119,False,0.009538246114106141,2.0282060416557983
"Uniform(0.45,0.55)",1000,96,Chronological GE,0.4974439977668226,0.5043666190467775,False,0.00692262127995491,1.47202139011018
"Uniform(0.45,0.55)",1000,96,Exact Bernoulli rounding,0.46386701110264233,0.5460075703670777,False,0.08214055926443536,17.466311580986748
"Uniform(0.45,0.55)",1000,96,Symmetric empirical-variance bound,0.47743618160886514,0.5244588346379021,False,0.047022653029036965,9.998864343323213
"Uniform(0.45,0.55)",1000,96,Optimistic hard-boundary benchmark (not valid),0.49618066759465096,0.5057050214891672,False,0.009524353894516224,2.0252520097124824
"Uniform(0.45,0.55)",1000,97,Chronological GE,0.495203769300133,0.5020156758837402,False,0.006811906583607197,1.4484790938278027
"Uniform(0.45,0.55)",1000,97,Exact Bernoulli rounding,0.4581276339528723,0.5399553504552047,False,0.08182771650233239,17.399788912920222
"Uniform(0.45,0.55)",1000,97,Symmetric empirical-variance bound,0.4745763317659669,0.5218440137167137,False,0.04726768195074682,10.050967123378067
"Uniform(0.45,0.55)",1000,97,Optimistic hard-boundary benchmark (not valid),0.49337377315054876,0.5030641869980284,False,0.009690413847479595,2.0605628829954945
"Uniform(0.45,0.55)",1000,98,Chronological GE,0.4975473410449922,0.5035549993626773,False,0.006007658317685127,1.2774643000784591
"Uniform(0.45,0.55)",1000,98,Exact Bernoulli rounding,0.4356351658943798,0.5165208112882239,False,0.08088564539384413,17.199467565468357
"Uniform(0.45,0.55)",1000,98,Symmetric empirical-variance bound,0.4768717498673736,0.5240944248811406,False,0.04722267501376698,10.041396879498121
"Uniform(0.45,0.55)",1000,98,Optimistic hard-boundary benchmark (not valid),0.49565075576200035,0.5053106644583583,False,0.00965990869635791,2.054076288807584
"Uniform(0.45,0.55)",1000,99,Chronological GE,0.4969776081852615,0.5024737971834838,False,0.005496188998222351,1.1687058185456938
"Uniform(0.45,0.55)",1000,99,Exact Bernoulli rounding,0.4524706548505139,0.5332895563237917,False,0.0808189014732778,17.185275184466967
"Uniform(0.45,0.55)",1000,99,Symmetric empirical-variance bound,0.47650148118211805,0.5235616911787724,False,0.047060209996654334,10.006850430882347
"Uniform(0.45,0.55)",1000,99,Optimistic hard-boundary benchmark (not valid),0.49525652870428094,0.5048063327374952,False,0.00954980403321426,2.030663709562835
"Uniform(0.45,0.55)",1000,100,Chronological GE,0.49783999333158135,0.5037776534445584,False,0.005937660112977028,1.262579930353079
"Uniform(0.45,0.55)",1000,100,Exact Bernoulli rounding,0.46845581171634804,0.5493899598193294,False,0.08093414810298133,17.209781147916523
"Uniform(0.45,0.55)",1000,100,Symmetric empirical-variance bound,0.47709264573460053,0.5243305377451195,False,0.04723789201051898,10.044632611138828
"Uniform(0.45,0.55)",1000,100,Optimistic hard-boundary benchmark (not valid),0.4958729788640289,0.5055432012569643,False,0.009670222392935357,2.056269386098211
"Uniform(0.45,0.55)",1000,101,Chronological GE,0.49665029207244515,0.5030715842731297,False,0.006421292200684547,1.365419122222571
"Uniform(0.45,0.55)",1000,101,Exact Bernoulli rounding,0.4562254371318025,0.5376418087171061,False,0.08141637158530357,17.312320814913353
"Uniform(0.45,0.55)",1000,101,Symmetric empirical-variance bound,0.47635943477166937,0.5234334818994267,False,0.04707404712775737,10.009792748848
"Uniform(0.45,0.55)",1000,101,Optimistic hard-boundary benchmark (not valid),0.49511737747647255,0.5046765583947912,False,0.009559180918318644,2.032657603911241
"Uniform(0.45,0.55)",1000,102,Chronological GE,0.4987891321070492,0.5028883912600577,False,0.004099259153008461,0.8716636246310294
"Uniform(0.45,0.55)",1000,102,Exact Bernoulli rounding,0.4717635167731499,0.5521627128004579,False,0.080399196027308,17.096029309381723
"Uniform(0.45,0.55)",1000,102,Symmetric empirical-variance bound,0.4769976519577595,0.5240244367482577,False,0.04702678479049821,9.999742918216137
"Uniform(0.45,0.55)",1000,102,Optimistic hard-boundary benchmark (not valid),0.4957449522024915,0.505272105861523,False,0.009527153659031562,2.025847349698187
"Uniform(0.45,0.55)",1000,103,Chronological GE,0.49723965721204877,0.5032882844097912,False,0.006048627197742462,1.286175894333641
"Uniform(0.45,0.55)",1000,103,Exact Bernoulli rounding,0.47409865047741523,0.5552553151397529,False,0.08115666466233767,17.257096914846414
"Uniform(0.45,0.55)",1000,103,Symmetric empirical-variance bound,0.47703141761950857,0.5241164098772007,False,0.04708499225769208,10.012120113689999
"Uniform(0.45,0.55)",1000,103,Optimistic hard-boundary benchmark (not valid),0.495787790090672,0.5053543882148734,False,0.009566598124201464,2.0342347934284515
"Uniform(0.45,0.55)",1000,104,Chronological GE,0.49895350681617856,0.5051013003103435,False,0.006147793494164944,1.3072625468614318
"Uniform(0.45,0.55)",1000,104,Exact Bernoulli rounding,0.46335263813717453,0.5444932074945407,False,0.08114056935736613,17.25367442035476
"Uniform(0.45,0.55)",1000,104,Symmetric empirical-variance bound,0.47852759342102047,0.525611653188143,False,0.04708405976712249,10.011921829541695
"Uniform(0.45,0.55)",1000,104,Optimistic hard-boundary benchmark (not valid),0.4972764541271596,0.5068424205907884,False,0.009565966463628839,2.0341004775621645
"Uniform(0.45,0.55)",1000,105,Chronological GE,0.49544806545600295,0.50235436251387,False,0.00690629705786705,1.4685502188416
"Uniform(0.45,0.55)",1000,105,Exact Bernoulli rounding,0.45590278563878056,0.5380143662440722,False,0.08211158060529161,17.46014957899484
"Uniform(0.45,0.55)",1000,105,Symmetric empirical-variance bound,0.4755061445031692,0.5227682054277559,False,0.047262060924586735,10.049771872271961
"Uniform(0.45,0.55)",1000,105,Optimistic hard-boundary benchmark (not valid),0.4942981188656229,0.5039847226416867,False,0.009686603776063785,2.059752712050832
"Uniform(0.45,0.55)",1000,106,Chronological GE,0.4970692531205714,0.503567751031369,False,0.006498497910797596,1.3818360909009144
"Uniform(0.45,0.55)",1000,106,Exact Bernoulli rounding,0.47441035813397586,0.5558299868140264,False,0.08141962868005054,17.313013401282486
"Uniform(0.45,0.55)",1000,106,Symmetric empirical-variance bound,0.47657794677977927,0.5236614601646286,False,0.047083513384849285,10.011805647193881
"Uniform(0.45,0.55)",1000,106,Optimistic hard-boundary benchmark (not valid),0.49533631637886943,0.5049019122895566,False,0.009565595910687175,2.0340216834415217
"Uniform(0.45,0.55)",1000,107,Chronological GE,0.4968818458728492,0.5029897638596594,False,0.006107917986810207,1.298783446619789
"Uniform(0.45,0.55)",1000,107,Exact Bernoulli rounding,0.4573986878237758,0.5385010946450783,False,0.08110240682130254,17.24555956514101
"Uniform(0.45,0.55)",1000,107,Symmetric empirical-variance bound,0.47634791385015296,0.523405861172168,False,0.04705794732201507,10.006369297315572
"Uniform(0.45,0.55)",1000,107,Optimistic hard-boundary benchmark (not valid),0.49510335808209327,0.5046516288028724,False,0.009548270720779128,2.0303376670695426
"Uniform(0.45,0.55)",1000,108,Chronological GE,0.4959088913165033,0.5025253701023757,False,0.006616478785872459,1.4069234623908144
"Uniform(0.45,0.55)",1000,108,Exact Bernoulli rounding,0.46114183383036395,0.5426470150048684,False,0.0815051811745045,17.33120522439697
"Uniform(0.45,0.55)",1000,108,Symmetric empirical-variance bound,0.47548640919101265,0.522702260980776,False,0.04721585178976334,10.039945993875945
"Uniform(0.45,0.55)",1000,108,Optimistic hard-boundary benchmark (not valid),0.494271149783276,0.5039264339670697,False,0.009655284183793689,2.0530929356617054
"Uniform(0.45,0.55)",1000,109,Chronological GE,0.49847844475880265,0.5043427939526737,False,0.005864349193871021,1.2469911473345485
"Uniform(0.45,0.55)",1000,109,Exact Bernoulli rounding,0.44376132613128705,0.5246968983376183,False,0.0809355722063313,17.21008396826565
"Uniform(0.45,0.55)",1000,109,Symmetric empirical-variance bound,0.47762129489759286,0.5247920191006163,False,0.047170724203023484,10.030350095114665
"Uniform(0.45,0.55)",1000,109,Optimistic hard-boundary benchmark (not valid),0.49638836923679297,0.5060130682974393,False,0.009624699060646336,2.046589336277694
"Uniform(0.45,0.55)",1000,110,Chronological GE,0.4960392755456269,0.5023735580034554,False,0.006334282457828522,1.3469174308180556
"Uniform(0.45,0.55)",1000,110,Exact Bernoulli rounding,0.46431283945677976,0.5457775445722964,False,0.08146470511551668,17.322598423272378
"Uniform(0.45,0.55)",1000,110,Symmetric empirical-variance bound,0.4756873902487049,0.5227159270019804,False,0.04702853675327556,10.000115454366627
"Uniform(0.45,0.55)",1000,110,Optimistic hard-boundary benchmark (not valid),0.49444141755760185,0.5039697584289506,False,0.009528340871348795,2.026099797702331
"Uniform(0.45,0.55)",1000,111,Chronological GE,0.497891363222152,0.5041738213039935,False,0.006282458081841469,1.3358975314335626
"Uniform(0.45,0.55)",1000,111,Exact Bernoulli rounding,0.461456854467335,0.5426543419888795,False,0.08119748752154454,17.265777459329176
"Uniform(0.45,0.55)",1000,111,Symmetric empirical-variance bound,0.47738131327677447,0.5245322954861705,False,0.047150982209396064,10.026152171275161
"Uniform(0.45,0.55)",1000,111,Optimistic hard-boundary benchmark (not valid),0.4961464359659893,0.5057577553157844,False,0.009611319349795089,2.043744283837291
"Uniform(0.45,0.55)",1000,112,Chronological GE,0.4957878296263516,0.5020286100916564,False,0.0062407804653048515,1.3270352319447323
"Uniform(0.45,0.55)",1000,112,Exact Bernoulli rounding,0.4350739942563962,0.5164651906873977,False,0.08139119643100151,17.30696758755434
"Uniform(0.45,0.55)",1000,112,Symmetric empirical-variance bound,0.47559017945729276,0.5228442854778187,False,0.04725410602052593,10.048080346986925
"Uniform(0.45,0.55)",1000,112,Optimistic hard-boundary benchmark (not valid),0.4943804783391952,0.5040616903362349,False,0.009681211997039751,2.05860620789682
